name,platform,year_of_release,genre,rating
Death Jr. and the Science Fair of Doom,DS,2007,Platform,E10+
NASCAR Heat Evolution,PS4,2016,Racing,E
Resident Evil Zero,XOne,2016,Action,
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,M
Wildlife Park 3,PC,2011,Simulation,
Get Fit with Mel ,Wii,2010,Sports,E
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011,Action,
Playmobil Pirates,DS,2009,Action,E10+
Zatch Bell! Mamodo Battles,PS2,2005,Fighting,
Kamen Rider: Travelers Senki,3DS,2013,Action,
The Sims 3: Barnacle Bay,PC,2011,Simulation,T
The Wolf Among Us,XOne,2014,Adventure,M
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,E10+
Dream Day: Wedding Destinations,DS,2009,Simulation,E
Murder in Venice,DS,2011,Adventure,E10+
Cloudy With a Chance of Meatballs,PSP,2009,Platform,E
Iron Man / X-O Manowar in Heavy Metal,PS,1996,Platform,
Derby Stallion 98,SNES,1998,Sports,
Pimp My Ride: Street Racing,PS2,2009,Racing,
Robotron X,PS,1996,Shooter,
Pretty Rhythm: My Deco Rainbow Wedding,3DS,2013,Misc,
Naruto Shippuden: Shinobi Rumble,DS,2010,Fighting,T
Martian Panic,Wii,2010,Adventure,T
J-League Winning Eleven 2009: Club Championship,PS2,2009,Sports,
Risen 3: Titan Lords,PS3,2014,Role-Playing,M
Build n Race,Wii,2009,Racing,E
Grand Prix Challenge,PS2,2002,Racing,E
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,2009,Adventure,
Knights Contract,PS3,2011,Action,M
FIFA Soccer 2005,GBA,2004,Sports,E
ShellShock 2: Blood Trails,PS3,2009,Shooter,M
PoPoLoCrois (JP sales),PSP,2005,Role-Playing,
Ken to Mahou to Gakuen Mono. 2,PSP,2009,Role-Playing,
The Spiderwick Chronicles,DS,2008,Action,E10+
Kaijuu Busters Powered,DS,2011,Action,
NHL 06,GC,2005,Sports,E10+
Touch Mechanic,DS,2008,Simulation,E
Initial D: Extreme Stage,PS3,2008,Racing,
Pinobee: Wings of Adventure,GBA,2001,Platform,E
Sushi Academy,DS,2009,Action,E
State of Emergency 2,PS2,2006,Shooter,M
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,
One Piece: Romance Dawn - Bouken no Yoake,3DS,2013,Fighting,
Guilty Gear Xrd -Revelator-,PS3,2016,Fighting,
I Am In The Movie,Wii,2012,Simulation,
Fatal Frame III: The Tormented,PS2,2005,Action,M
Zero: Tsukihami no Kamen,Wii,2008,Action,
Toy Soldiers: War Chest,PS4,2015,Action,
Seven Samurai 20XX,PS2,2004,Action,T
We Sing Rock!,Wii,2011,Misc,
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008,Misc,
Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,2013,Misc,
Battlefield 2,PC,2005,Shooter,T
Jikkyou Powerful Pro Yakyuu 15,Wii,2008,Sports,
Tornado Outbreak,X360,2009,Action,E10+
Ninjabread Man,Wii,2007,Action,E
Tom Clancys Splinter Cell: Pandora Tomorrow,GC,2004,Action,T
DanceDanceRevolution,X360,2011,Simulation,E10+
Slayers Royal,PS,1998,Role-Playing,
Swingerz Golf,GC,2002,Sports,E
Supremacy MMA,X360,2011,Fighting,M
Pro Evolution Soccer 2008 (JP sales),DS,2007,Sports,
Uta no Prince-Sama: All Star After Secret,PSP,2015,Action,
Puchi Puchi Virus,DS,2007,Puzzle,E
Warriors Orochi 3 Hyper,WiiU,2012,Action,T
The King of Fighters 2006,PS2,2006,Fighting,T
The Hidden,3DS,2005,Adventure,E10+
Nobunagas Ambition: Rise to Power,PS2,2004,Strategy,T
FIFA Soccer 2003,GC,2002,Sports,E
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,M
NHL Legacy,X360,2015,Action,
My Friends,DS,2009,Misc,E
DaGeDar,DS,2011,Action,E
Little League World Series Baseball 2010,PS3,2010,Sports,E
Outlaw Golf,GC,2002,Sports,T
Major League Baseball 2K11,PC,2011,Sports,E
Steins;Gate: Hiyoku Renri no Darling,X360,2011,Adventure,
Kings Field (Japan),PS,1994,Role-Playing,
Slam n Jam 96 featuring Magic & Kareem,PS,1995,Sports,
Petz: Dogz Family,PSP,2009,Simulation,E
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,E
ToraDora Portable!,PSP,2009,Adventure,
The Italian Jo,X,2003,Racing,T
My English Coach: Para Hispanoparlantes,DS,2009,Misc,E
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,M
Grand Ages: Medieval,PS4,2015,Strategy,T
Smugglers Run: Warzones,GC,2002,Misc,T
Diva Girls: Divas on Ice,Wii,2009,Sports,E
WSC Real 11: World Snooker Championship,PS3,2011,Sports,
NBA 10: The Inside,PSP,2009,Sports,E
The Sims 3: Fast Lane Stuff,PC,2010,Simulation,T
Kaidan Restaurant: Ura Menu 100-Sen,DS,2010,Misc,
Qubed,X360,2009,Puzzle,E
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi ,DS,2007,Misc,
R/C Stunt Copter,PS,1998,Simulation,
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,E10+
Final Fantasy VI,PS,1999,Role-Playing,
Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,
Popn Music,Wii,2009,Misc,E
Jikkyou Powerful Major League 2009,PS2,2009,Sports,
Space Channel 5 Special Edition,PS2,2003,Misc,T
The Legend of Alon Dar,PS2,2001,Role-Playing,T
Black/Matrix,SAT,1998,Strategy,
Man vs. Wild,PS3,2010,Action,
Big Mutha Truckers,GC,2003,Racing,T
The King of Fighters 96,PS,1997,Fighting,
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,T
Sniper: Ghost Warrior 2,PC,2013,Shooter,M
Samurai Shodown Sen,X360,2009,Fighting,M
Escape Dead Island,PS3,2014,Action,M
Dragons Dogma Online,PS4,2015,Role-Playing,
Iggys Reckin Balls,N64,1998,Racing,
Wetrix,N64,1998,Puzzle,
NHL Breakaway 99,N64,1998,Sports,
Knife Edge: NoseGunner,N64,1998,Shooter,
Tony Hawks Pro Skater 3,N64,2002,Sports,
Bust-A-Move 2 Arcade Edition,N64,1997,Puzzle,
The Space Bar,SAT,1996,Adventure,
EyeCreate,PS3,2007,Misc,
Samurai Western,PS2,2004,Action,M
Looney Tunes: Acme Arsenal,X360,2007,Action,E10+
Line Rider 2: Unbound,DS,2008,Puzzle,E
Princess in Love,DS,2009,Simulation,E
Harry Potter and the Sorcerers Stone,GC,2003,Action,E
High Heat Major League Baseball 2004,X,2003,Sports,E
TimeSplitters: Future Perfect,GC,2005,Shooter,M
AKB1/149: Love Election,PS3,2013,Adventure,
Sports Collection,DS,2010,Sports,E
Captain Tsubasa: New Kick Off,DS,2010,Sports,
The Sims 2: Ikea Home Stuff,PC,2008,Simulation,T
Puzzler Mind Gym 3D,3DS,2011,Puzzle,E
Kenshuui Tendo Dokuta,DS,2004,Simulation,
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,M
Super Sentai Battle: Ranger Cross,Wii,2011,Action,
Bakugan: Rise of the Resistance,DS,2011,Strategy,E10+
Gradius III and IV,PS2,2000,Shooter,E
Pilot ni Narou! 2,PS2,2001,Simulation,
Hearts of Iron IV,PC,2016,Strategy,
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013,Misc,
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011,Strategy,
Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,
Incredible Crisis,PS,1999,Action,T
Midway Arcade Treasures 3,X,2005,Misc,E
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,T
Samurai Shodown III,NG,1995,Fighting,
SingStar Apres-Ski Party 2,PS3,2010,Misc,
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,
Cabelas North American Adventures,PS2,2010,Sports,T
Akibas Trip Plus,PSP,2012,Adventure,
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004,Strategy,
Little League World Series Baseball: Double Play,Wii,2010,Sports,E
Ice Age 2: The Meltdown,Wii,2006,Platform,E10+
Famicom Mini: Star Soldier,GBA,2004,Shooter,
Sentimental Graffiti 2,DC,2000,Adventure,
Shonen Jumps One Piece: Pirates Carnival,GC,2005,Misc,
Goblin Commander: Unleash the Horde,X,2003,Strategy,T
Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,
Sentimental Graffiti: First Window,SAT,1997,Adventure,
Pony Friends 2,Wii,2009,Simulation,E
Backyard NBA Basketball,DS,2007,Sports,
Knights Contract,X360,2011,Action,M
Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,
Tempest 3X,PS,1995,Shooter,
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,T
Disney's Meet the Robinsons,X360,2007,Action,E10+
A-Train,PS,1995,Simulation,
Get Fit with Mel ,X360,2010,Sports,E
Hidden Invasion,PS2,2001,Shooter,T
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,E10+
Superman: Shadow of Apokolips,GC,2003,Action,E
Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,E10+
Armored Core 3 Portable,PSP,2009,Simulation,T
Bleach: Erabareshi Tamashii,PS2,2005,Adventure,
Witches & Vampires: The Secrets of Ashburry,DS,2010,Adventure,
Rapala Pro Bass Fishing 2010,PSP,2010,Sports,E
Sengoku Musou 3: Moushouden ,Wii,2011,Action,
Batman: Dark Tomorrow,GC,2003,Action,T
Crush,PSP,2007,Puzzle,E10+
Lost Dimension,PS3,2014,Role-Playing,T
The First Templar,PC,2011,Action,T
Discovery Kids: Spider Quest,DS,2009,Misc,E
Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994,Fighting,
Emergency 2012,PC,2010,Simulation,T
Rock Revolution,Wii,2008,Misc,T
Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,
Ultimate Card Games DS,DS,2008,Strategy,E
Jillian Michaels Fitness Ultimatum 2010,DS,2009,Sports,E
Battlestar Galactica,X,2003,Shooter,T
Fireblade,X,2002,Action,T
Earth Defense Force 2017,X360,2006,Action,T
7 Days to Die,XOne,2016,Action,M
Tomb Raider: Legend,GC,2006,Action,T
Boxing Fever,GBA,2001,Sports,E
From Russia With Love,PSP,2006,Action,T
RoadKill,X,2003,Action,M
The $1 Pyramid,Wii,2011,Misc,
Game of Thrones,PC,2012,Role-Playing,M
7 Wonders of the Ancient World,PSP,2007,Puzzle,E
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,
Aikatsu! My No.1 Stage!,3DS,2015,Misc,
Yoru no Nai Kuni,PS4,2015,Role-Playing,
Indycar Series 2005,X,2004,Action,E
Tomb Raider: Underworld,PC,2008,Action,T
Final Fantasy XI: Vanadiel Collection 2008,PS2,2007,Role-Playing,T
Taz Wanted,GC,2002,Platform,E
Drama Queens,DS,2009,Misc,T
Wordfish,DS,2008,Puzzle,E
Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,E
Samurai Warriors Chronicles 3,3DS,2014,Action,T
F.E.A.R. 2: Project Origin,PC,2009,Shooter,M
Skydiving Extreme,PS,2001,Sports,
Evil Dead: Regeneration,X,2005,Action,M
Far Cry Vengeance,Wii,2006,Shooter,M
Evolution Worlds,GC,2002,Role-Playing,E
Dungeon Maker II: The Hidden War,PSP,2007,Role-Playing,E10+
Worms: A Space Oddity,Wii,2008,Strategy,E10+
Petz Fantasy: Sunshine Magic,DS,2010,Simulation,E
Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,E
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010,Misc,
Rapala Pro Bass Fishing 2010,PS2,2010,Sports,E
"Sesame Street: Ready, Set, Grover!",DS,2011,Misc,
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,
X Rebirth,PC,2013,Simulation,T
MLB Front Office Manager,PS3,2009,Sports,E
Sub Rebellion,PS2,2002,Simulation,T
Horrid Henrys Horrid Adventure,DS,2010,Adventure,
Happy Feet Two,Wii,2011,Action,
Striker 96,PS,1995,Sports,
Bleach: Heat the Soul 4,PSP,2007,Fighting,
Pocket Dogs,GBA,2004,Misc,
Tokimeki Memorial 4,PSP,2009,Adventure,
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,T
New International Track & Field,DS,2008,Sports,
Real Robots Final Attack,PS,1998,Shooter,
P.N.03 - Product Number Three,GC,2003,Shooter,
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen\xe2\x80\x8,PS3,2007,Adventure,
Ape Escape: Pumped & Primed,PS2,2004,Misc,
Super Monkey Ball Adventure,PSP,2006,Platform,E
Medabots Dual: Kabuto / Kuwagata,3DS,2013,Role-Playing,
Monster Trucks DS,DS,2005,Racing,E
FabStyle,DS,2011,Strategy,
Outlaw Tennis,PS2,2005,Sports,M
Yoru no Nai Kuni,PSV,2015,Role-Playing,
Hearts of Iron III,PC,2009,Strategy,E10+
Worms: Open Warfare,DS,2006,Strategy,E10+
Mission Runway,DS,2008,Simulation,E
Adventure Time: Explore the Dungeon Because I Dont Know!,X360,2013,Action,
R-Type Command,PSP,2007,Strategy,E10+
Hammerin Hero,PSP,2008,Action,E10+
LEGO Soccer Mania,GBA,2002,Sports,
TrackMania DS,DS,2008,Racing,E
Prey the Stars,DS,2008,Action,E
Gadget Racers,PS2,2000,Racing,E
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,T
Zoo Tycoon (2013),X360,2013,Simulation,
ZhuZhu Babies,DS,2011,Simulation,E
Bleach: Heat the Soul 7,PSP,2010,Fighting,
Nanashi no Game,DS,2008,Adventure,
Diegos Build & Rescue,DS,2010,Action,
Ultimate Ghosts n Goblins,PSP,2006,Platform,E10+
Auto Destruct,PS,1998,Action,
Samurai Warriors 2,X360,2006,Action,T
GOTHA: Ismailia Seneki,SAT,1995,Strategy,
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,
Silent Hunter III,PC,2005,Simulation,T
Alien Syndrome,PSP,2007,Role-Playing,T
Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,T
Major League Baseball 2K12,DS,2012,Sports,E
Deep Fear,SAT,1998,Adventure,
Skeleton Warriors,PS,1996,Platform,
Ford vs. Chevy,X,2005,Racing,E
Endgame,PS2,2002,Shooter,T
The Dukes of Hazzard: Return of the General Lee,X,2004,Racing,E
Criminal Girls: Invite Only,PSP,2010,Role-Playing,
Ultimate Duck Hunting,Wii,2009,Sports,T
Dreamer Series: Shop Owner,DS,2009,Simulation,E
Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,
Virus,SAT,1997,Shooter,
WWE Crush Hour,GC,2003,Racing,T
Dragon Shadow Spell,PS2,2007,Role-Playing,
C.O.P.: The Recruit,DS,2009,Action,T
Sound Novel Tsukuru,SNES,1996,Misc,
Dragon Slayer: The Legend of Heroes,GEN,1994,Role-Playing,
NHL Hitz 20-03,GC,2002,Sports,E
Momotarou Dentetsu 11,GC,2002,Misc,
The Idolm@ster,X360,2007,Simulation,
Soul Bubbles,DS,2008,Puzzle,E
"3 in 1: Solitaire, Mahjong & Tangram",DS,2010,Misc,
Guilty Gear XX Slash,PS2,2006,Fighting,
Urban Reign,PS2,2005,Action,T
Slayers Royal 2,SAT,1998,Role-Playing,
Super Robot Taisen Z Special Disc,PS2,2009,Misc,
Cate West: The Vanishing Files,Wii,2009,Adventure,E10+
Winter Stars,PS3,2011,Sports,E
Resident Evil 3: Nemesis,GC,2003,Action,M
All-Star Baseball 2004,GC,2003,Sports,E
Bangai-O Spirits,DS,2008,Shooter,E10+
Ultimate Party Challenge,Wii,2009,Misc,E
Team Elimination Games,Wii,2009,Misc,E
Whac-A-Mole,DS,2005,Puzzle,E
Dawn of Heroes,DS,2010,Role-Playing,E10+
Lost in Blue: Shipwrecked,Wii,2008,Adventure,E10+
Salon Superstar,DS,2009,Simulation,E
Aliens in the Attic,Wii,2009,Action,E10+
Kenka Banchou 6: Soul & Blood,3DS,2015,Fighting,
Scooby-Doo! Whos Watching Who?,PSP,2006,Adventure,
Madden NFL 08,GC,2007,Sports,E
Ro-Kyu-Bu!,PSP,2011,Adventure,
Frogger Beyond,X,2002,Platform,E
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,T
World Championship Poker: Deluxe Series,DS,2005,Misc,E
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007,Fighting,
Yoostar on MTV,X360,2011,Misc,T
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,E
Fantasia: Music Evolved,X360,2014,Misc,E10+
"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,E
Serious Sam 3: BFE,PC,2011,Shooter,
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,
Pro Yakyuu Famista DS 2010,DS,2010,Sports,
Ultimate Shooting Collection,Wii,2008,Shooter,E
Infernal: Hells Vengeance,X360,2009,Shooter,M
Captain Tsubasa,PS2,2006,Sports,
Pitfall: The Lost Expedition,GC,2004,Platform,E
No One Can Stop Mr. Domino!,PS,1998,Misc,
10 Minute Solution,Wii,2010,Sports,E
GT Advance 3: Pro Concept Racing,GBA,2002,Racing,E
Man vs. Wild,Wii,2011,Action,T
Majin Tensei,SNES,1994,Role-Playing,
Duke Nukem: Land of the Babes,PS,2000,Shooter,M
Jimmie Johnsons Anything With an Engine,Wii,2011,Racing,E10+
Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,
Need For Speed: Undercover,PC,2008,Racing,T
Monkey Hero,PS,1998,Action,
MXGP 2,XOne,2016,Racing,
Krazy Ivan,PS,1995,Simulation,
Quo Vadis,SAT,1995,Strategy,
Need for Speed: Most Wanted,PC,2012,Racing,T
PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,E
Fate/Tiger Colosseum,PSP,2007,Fighting,
SCORE International Baja 1000: The Official Game,PS3,2008,Racing,
Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,
Dragon Ball Z: The Legacy of Goku I & II,GBA,2005,Role-Playing,
Family Game Night 4: The Game Show,X360,2011,Misc,E
Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,
R: Racing Evolution,GC,2003,Racing,T
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,T
Vietcong: Purple Haze,X,2004,Shooter,M
One Piece: Gear Spirit,DS,2007,Fighting,
Conflict: Desert Storm,GC,2003,Shooter,T
Tales of Fandom Vol.2,PS2,2007,Role-Playing,
Bella Sara,DS,2008,Misc,E
Minna no Joushiki Ryoku TV,Wii,2008,Misc,
P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,E
Metal Gear Solid V: The Definitive Experience,PS4,2016,Action,M
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,T
Rayman Origins,PC,2012,Platform,E10+
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011,Action,
Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,
Mind Quiz: Your Brain Coach,DS,2006,Misc,E
Elebits: The Adventures of Kai and Zero,DS,2008,Adventure,E
Imagine: My Restaurant,DS,2009,Simulation,
Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,E
Pinball Hall of Fame: The Gottlieb Collection,X,2004,Misc,
Far Cry Instincts Evolution,X,2006,Shooter,M
Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,
Medal of Honor: Underground,GBA,2002,Shooter,T
Super Football,2600,1987,Sports,
The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,
Cosmic Family,Wii,2007,Misc,E
Scooby-Doo! Unmasked,X,2005,Platform,
Driven,GC,2002,Racing,T
Just Dance: Disney Party 2,XOne,2015,Action,E
Dynasty Warriors 3,X,2002,Action,T
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,
Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012,Action,
Jimmie Johnsons Anything With an Engine,PS3,2011,Racing,E10+
Fairy Tail: Portable Guild 2,PSP,2011,Fighting,
MTV Music Generator 3: This Is the Remix,X,2004,Misc,T
Medabots 8,3DS,2014,Role-Playing,
Mirrors Edge Catalyst,PC,2016,Platform,T
Party Pigs: Farmyard Games,Wii,2009,Misc,E
Wizardry: Llylgamyn Saga,PS,1998,Role-Playing,
Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008,Fighting,
Gale Racer,SAT,1994,Racing,
In The Groove,PS2,2005,Misc,E
World Tour Soccer 06,PSP,2006,Sports,E
The Legend of Kage 2,DS,2008,Action,E10+
Myst,PS,1995,Adventure,
Baroque,Wii,2008,Role-Playing,T
AKB1/149: Love Election,PSV,2012,Adventure,
Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010,Adventure,
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,T
Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,E
Super Baseball,2600,1987,Sports,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,
Kung Fu Panda: Legendary Warriors,Wii,2008,Action,
Formula One World Championship: Beyond the Limit,SCD,1994,Racing,
Grease Dance,PS3,2011,Misc,T
Little League World Series Baseball: Double Play,DS,2010,Sports,E
Hakuouki DS,DS,2010,Adventure,
Agatha Christie: And Then There Were None,Wii,2008,Adventure,T
Buster Bros. Collection,PS,1997,Puzzle,
My First Songs,Wii,2010,Misc,
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,
Mega Man Battle Network: Operation Shooting Star,DS,2009,Role-Playing,
Futurama,PS2,2003,Platform,T
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,
Warhammer: Battle For Atluma,PSP,2006,Action,T
The History Channel: Battle for the Pacific,PS3,2008,Shooter,T
Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,E
Rayman 3: Hoodlum Havoc,X,2003,Platform,E
Superman Returns,DS,2006,Action,E
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010,Misc,
Resident Evil: Revelations 2,X360,2015,Action,M
Super Ghouls n Ghosts,GBA,2002,Platform,E
Need for Speed Underground 2,PC,2004,Racing,T
Legend of the Guardians: The Owls of GaHoole,X360,2010,Action,E10+
NHL Open Ice,PS,1996,Sports,
Boxing,PS,2000,Fighting,
Gundam Battle Tactics,PSP,2005,Action,
Touch Detective: Nameko Shigeru,3DS,2013,Adventure,
Sky Gunner,PS2,2001,Action,
Hero Bank,3DS,2014,Role-Playing,
And1 Streetball,X,2006,Action,
Gladius,GC,2003,Strategy,T
The Hustle: Detroit Streets,PSP,2005,Sports,T
The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,
Tony Hawks Pro Skater 5,X360,2015,Sports,T
PhotoKano,PSV,2013,Adventure,
Warriors Orochi 3,PSV,2013,Action,
Torchlight,PC,2009,Role-Playing,T
Real Sound: Kaze no Riguretto,SAT,1997,Adventure,
Blood Drive,PS3,2010,Racing,M
Pac-Man World 3,PSP,2005,Platform,E
Again,DS,2009,Adventure,
Summon Night 4,PSP,2012,Role-Playing,
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,
Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,T
Corpse Party: Back to School Edition,3DS,2016,Adventure,
Disney's Planes,3DS,2013,Simulation,E
Winx Clu,GBA,2005,Shooter,E
World Party Games,Wii,2009,Misc,E
Classic Road,PS,1995,Sports,
Legend of Kay,PS4,2015,Action,
Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,
Chronicles of Mystery: The Secret Tree of Life,DS,2011,Adventure,E10+
Open Season,PSP,2006,Platform,E10+
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,T
The Idolm@ster: Live for You!,X360,2008,Misc,
My Fun Facts Coach,DS,2008,Misc,E
Tokimeki Memorial Girls Side Premium: 3rd Story,PSP,2012,Adventure,
Smashing Drive,GC,2002,Racing,T
Mega Man Xtreme,G,2000,Platform,
Americas Next Top Model,Wii,2010,Action,E10+
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Shooter,
Bomberman Max 2: Red Advance,GBA,2002,Puzzle,E
Margots Word Brain,DS,2008,Puzzle,E10+
Godai: Elemental Force,PS2,2002,Action,T
Still Life,X,2005,Adventure,M
Big Mutha Truckers 2,X,2005,Racing,M
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,T
Hang On GP,SAT,1995,Racing,
Uprising X,PS,1998,Action,
SpongeBos Truth or Square,X360,2009,Action,E
Divinity II: Ego Draconis,PC,2009,Role-Playing,M
Mega Man Xtreme 2,G,2001,Platform,
